model,framework,training_id,model_full,direction,batch_size,round,converter,original_size,converted_size,original_infererence_time,converted_infererence_time,conversion_time,saving_converted_time,overral_time,avg_abs_error,median_abs_error,min_abs_error,max_abs_error,avg_rel_error,median_rel_error,min_rel_error,max_rel_error
resnet18,keras,10,tf_resnet18-cifar10_2021-10-29_10,keras-keras2,5,4,onnx2keras,89756056,44817208,0.07000231742858887,0.33488035202026367,0.48749470710754395,0.18062901496887207,1.9812946319580078,3.5023646e-08,2.561137e-09,0.0,2.3841858e-07,4.7442627e-06,3.338554e-06,0.0,1.7991859e-05
resnet18,keras,10,tf_resnet18-cifar10_2021-10-29_10,onnx-keras2,5,4,onnx2keras,89756056,44817208,0.07000231742858887,0.33488035202026367,0.48749470710754395,0.18062901496887207,1.9812946319580078,2.4043912e-08,1.8044375e-09,0.0,2.3841858e-07,3.3506929e-06,2.1788314e-06,0.0,1.6028207e-05
resnet18,keras,10,tf_resnet18-cifar10_2021-10-29_10,kera-onnx,5,5,onnxruntime,89756056,44688726,0.06508684158325195,0.04177045822143555,10.137568950653076,,10.402171611785889,3.6526934e-08,8.8475645e-09,0.0,2.9802322e-07,6.1615283e-06,5.90334e-06,0.0,1.8831983e-05
resnet18,keras,10,tf_resnet18-cifar10_2021-10-29_10,keras-keras2,5,5,onnx2keras,89756056,44817208,0.06508684158325195,0.5383851528167725,0.47955965995788574,0.18161273002624512,2.380403995513916,2.0033612e-08,1.6880222e-09,0.0,2.3841858e-07,4.6939163e-06,3.565804e-06,0.0,2.0113808e-05
resnet18,keras,10,tf_resnet18-cifar10_2021-10-29_10,onnx-keras2,5,5,onnx2keras,89756056,44817208,0.06508684158325195,0.5383851528167725,0.47955965995788574,0.18161273002624512,2.380403995513916,3.7018427e-08,5.47152e-09,0.0,3.5762787e-07,5.5717182e-06,4.7232033e-06,0.0,1.7019376e-05
resnet18,keras,10,tf_resnet18-cifar10_2021-10-29_10,kera-onnx,5,6,onnxruntime,89756056,44688726,0.0653688907623291,0.041651010513305664,9.714861392974854,,9.980751037597656,3.056881e-08,4.773028e-09,0.0,2.3841858e-07,5.9078975e-06,5.7422058e-06,0.0,1.884621e-05
resnet18,keras,10,tf_resnet18-cifar10_2021-10-29_10,keras-keras2,5,6,onnx2keras,89756056,44817208,0.0653688907623291,0.3385438919067383,0.48761868476867676,0.19724249839782715,2.0355224609375,3.4432368e-08,6.0535967e-09,0.0,2.59839e-07,6.142239e-06,5.516469e-06,0.0,1.8527531e-05
resnet18,keras,10,tf_resnet18-cifar10_2021-10-29_10,onnx-keras2,5,6,onnx2keras,89756056,44817208,0.0653688907623291,0.3385438919067383,0.48761868476867676,0.19724249839782715,2.0355224609375,2.4626729e-08,2.1536835e-09,0.0,1.8905848e-07,5.3202e-06,4.086024e-06,0.0,1.8098795e-05
resnet18,keras,10,tf_resnet18-cifar10_2021-10-29_10,kera-onnx,5,7,onnxruntime,89756056,44688726,0.06609225273132324,0.04105806350708008,10.107140064239502,,10.397778511047363,4.929315e-08,1.0302756e-08,2.046363e-12,3.5762787e-07,6.6394396e-06,5.826731e-06,1.2283195e-07,2.1560734e-05
resnet18,keras,10,tf_resnet18-cifar10_2021-10-29_10,keras-keras2,5,7,onnx2keras,89756056,44817208,0.06609225273132324,0.34305715560913086,0.4856882095336914,0.18317270278930664,2.0024492740631104,4.4383103e-08,8.440111e-09,0.0,3.5762787e-07,6.2131708e-06,5.3038884e-06,0.0,1.9703735e-05
