model,framework,training_id,model_full,direction,batch_size,round,converter,original_size,converted_size,original_infererence_time,converted_infererence_time,conversion_time,saving_converted_time,overral_time,avg_abs_error,median_abs_error,min_abs_error,max_abs_error,avg_rel_error,median_rel_error,min_rel_error,max_rel_error
resnet18,keras,9,tf_resnet18-cifar10_2021-10-29_9,kera-onnx,5,9,onnxruntime,89756056,44688726,0.0620722770690918,0.041770219802856445,9.974496364593506,,10.2402024269104,2.5210127e-07,4.5110937e-09,1.8189894e-12,1.5199184e-06,5.471439e-06,3.7851928e-06,9.197629e-08,2.0858219e-05
resnet18,keras,9,tf_resnet18-cifar10_2021-10-29_9,keras-keras2,5,9,onnx2keras,89756056,44817208,0.0620722770690918,0.350813627243042,0.505950927734375,0.18457531929016113,2.0240209102630615,4.846508e-07,6.7520887e-09,2.2737368e-12,3.9339066e-06,6.2691524e-06,5.331078e-06,4.211828e-07,2.694977e-05
resnet18,keras,9,tf_resnet18-cifar10_2021-10-29_9,onnx-keras2,5,9,onnx2keras,89756056,44817208,0.0620722770690918,0.350813627243042,0.505950927734375,0.18457531929016113,2.0240209102630615,3.2932817e-07,1.0622898e-08,3.410605e-13,3.33786e-06,5.302054e-06,4.848333e-06,1.14866666e-07,1.4882952e-05
resnet18,keras,9,tf_resnet18-cifar10_2021-10-29_9,kera-onnx,10,0,onnxruntime,89756056,44688726,0.130781888961792,0.08113694190979004,9.860020399093628,,10.24198842048645,6.4011147e-07,1.2776582e-08,0.0,4.9471855e-06,8.404899e-06,6.9558164e-06,0.0,2.274608e-05
resnet18,keras,9,tf_resnet18-cifar10_2021-10-29_9,keras-keras2,10,0,onnx2keras,89756056,44817208,0.130781888961792,0.42635512351989746,0.49851369857788086,0.1843268871307373,2.2281227111816406,7.448643e-07,1.641456e-08,1.1368684e-13,7.688999e-06,1.15472185e-05,9.22024e-06,8.670921e-08,3.6700072e-05
resnet18,keras,9,tf_resnet18-cifar10_2021-10-29_9,onnx-keras2,10,0,onnx2keras,89756056,44817208,0.130781888961792,0.42635512351989746,0.49851369857788086,0.1843268871307373,2.2281227111816406,4.5015625e-07,8.789357e-09,0.0,5.2452087e-06,6.9925545e-06,5.879152e-06,0.0,2.252554e-05
resnet18,keras,9,tf_resnet18-cifar10_2021-10-29_9,kera-onnx,10,1,onnxruntime,89756056,44688726,0.06689238548278809,0.08244061470031738,10.485154151916504,,10.843368291854858,4.790329e-07,8.440111e-09,0.0,6.020069e-06,6.7591304e-06,5.6720646e-06,0.0,2.8786191e-05
resnet18,keras,9,tf_resnet18-cifar10_2021-10-29_9,keras-keras2,10,1,onnx2keras,89756056,44817208,0.06689238548278809,0.33743762969970703,0.496659517288208,0.1857891082763672,2.0252888202667236,6.123561e-07,1.6647391e-08,0.0,7.897615e-06,9.685625e-06,7.904086e-06,0.0,3.0724896e-05
resnet18,keras,9,tf_resnet18-cifar10_2021-10-29_9,onnx-keras2,10,1,onnx2keras,89756056,44817208,0.06689238548278809,0.33743762969970703,0.496659517288208,0.1857891082763672,2.0252888202667236,3.2471664e-07,1.00408215e-08,0.0,3.0100346e-06,7.775771e-06,6.652297e-06,0.0,3.0992916e-05
resnet18,keras,9,tf_resnet18-cifar10_2021-10-29_9,kera-onnx,10,2,onnxruntime,89756056,44688726,0.06662559509277344,0.08717489242553711,10.061665058135986,,10.379315853118896,6.742941e-07,1.1350494e-08,0.0,8.493662e-06,7.993563e-06,6.7231404e-06,0.0,3.3615426e-05
resnet18,keras,9,tf_resnet18-cifar10_2021-10-29_9,keras-keras2,10,2,onnx2keras,89756056,44817208,0.06662559509277344,0.33721041679382324,0.4886660575866699,0.1850447654724121,2.0324063301086426,7.9709577e-07,2.0372681e-08,9.094947e-13,9.417534e-06,1.0432041e-05,8.087456e-06,9.3977455e-08,3.9802067e-05
resnet18,keras,9,tf_resnet18-cifar10_2021-10-29_9,onnx-keras2,10,2,onnx2keras,89756056,44817208,0.06662559509277344,0.33721041679382324,0.4886660575866699,0.1850447654724121,2.0324063301086426,4.0903035e-07,1.02154445e-08,1.0231815e-12,4.6491623e-06,7.292463e-06,5.791904e-06,7.712524e-08,2.8552982e-05
resnet18,keras,9,tf_resnet18-cifar10_2021-10-29_9,kera-onnx,10,3,onnxruntime,89756056,44688726,0.06580924987792969,0.08139228820800781,10.093735218048096,,10.421731233596802,5.333505e-07,9.225914e-09,6.82121e-13,5.185604e-06,7.1909426e-06,5.4559014e-06,7.365247e-08,3.3453645e-05
resnet18,keras,9,tf_resnet18-cifar10_2021-10-29_9,keras-keras2,10,3,onnx2keras,89756056,44817208,0.06580924987792969,0.33739495277404785,0.49685025215148926,0.18629002571105957,2.00590181350708,7.9872655e-07,2.0576408e-08,6.82121e-13,8.34465e-06,1.2189765e-05,9.951347e-06,5.258159e-07,5.0403087e-05
resnet18,keras,9,tf_resnet18-cifar10_2021-10-29_9,onnx-keras2,10,3,onnx2keras,89756056,44817208,0.06580924987792969,0.33739495277404785,0.49685025215148926,0.18629002571105957,2.00590181350708,5.0726254e-07,1.4639227e-08,3.4106051e-12,4.708767e-06,8.592744e-06,6.069028e-06,2.0144884e-07,3.1283733e-05
resnet18,keras,9,tf_resnet18-cifar10_2021-10-29_9,kera-onnx,10,4,onnxruntime,89756056,44688726,0.06648421287536621,0.08206939697265625,9.720377922058105,,10.03000521659851,5.7475233e-07,9.313226e-09,0.0,4.351139e-06,7.209773e-06,6.021549e-06,0.0,2.7544298e-05
resnet18,keras,9,tf_resnet18-cifar10_2021-10-29_9,keras-keras2,10,4,onnx2keras,89756056,44817208,0.06648421287536621,0.3395090103149414,0.5006980895996094,0.19580984115600586,2.0629193782806396,4.851679e-07,1.4289981e-08,1.4779289e-12,8.255243e-06,1.0287466e-05,7.684917e-06,3.3103626e-07,4.1367457e-05
resnet18,keras,9,tf_resnet18-cifar10_2021-10-29_9,onnx-keras2,10,4,onnx2keras,89756056,44817208,0.06648421287536621,0.3395090103149414,0.5006980895996094,0.19580984115600586,2.0629193782806396,4.7717356e-07,1.268927e-08,3.0695446e-12,5.4836273e-06,6.7243977e-06,5.0390095e-06,6.565711e-08,2.8941236e-05
resnet18,keras,9,tf_resnet18-cifar10_2021-10-29_9,kera-onnx,10,5,onnxruntime,89756056,44688726,0.3317077159881592,0.08264946937561035,10.105977773666382,,10.711090803146362,6.371949e-07,8.236384e-09,0.0,6.2584877e-06,8.180767e-06,7.289466e-06,0.0,2.9638946e-05
resnet18,keras,9,tf_resnet18-cifar10_2021-10-29_9,keras-keras2,10,5,onnx2keras,89756056,44817208,0.3317077159881592,0.33590006828308105,0.49680638313293457,0.1824355125427246,2.266873359680176,8.197422e-07,1.5133992e-08,0.0,8.106232e-06,9.346306e-06,7.386144e-06,0.0,3.5734167e-05
